example_idx,original_text,target_text,final_text,success,success_iteration,final_loss,max_perturbation,mean_perturbation,stage,audio_file,audio_name,stage1_distortion,final_stage,iteration_history
0,THE MORE SHE IS ENGAGED IN HER PROPER DUTIES THE LESS LEISURE WILL SHE HAVE FOR IT EVEN AS AN ACCOMPLISHMENT AND A RECREATION,OLD WILL IS A FINE FELLOW BUT POOR AND HELPLESS SINCE MISSUS ROGERS HAD HER ACCIDENT,"The more free you are, the more you will survive in the future. I love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love you so much. I will love",False,1000,3.8607177734375,0.15000000596046448,0.14977028965950012,stage1,LibriSpeech/test-clean/3575/170457/3575-170457-0013.flac,3575-170457-0013,0.15,stage1,
1,AND HENCE WE FIND THE SAME SORT OF CLUMSINESS IN THE TIMAEUS OF PLATO WHICH CHARACTERIZES THE PHILOSOPHICAL POEM OF LUCRETIUS,THE WOOD FLAMED UP SPLENDIDLY UNDER THE LARGE BREWING COPPER AND IT SIGHED SO DEEPLY,"Next, we'll find the same authority as the other professor, and in early years, the search was made to the end of the large community of Goldoppert, and the University of St. Louis, and the University of St. Louis.",False,1000,2.520841121673584,0.15000000596046448,0.14981894195079803,stage1,LibriSpeech/test-clean/2961/960/2961-960-0020.flac,2961-960-0020,0.15,stage1,
2,ALTHOUGH THE BRETHREN WITH ME ARE NOT APOSTLES LIKE MYSELF YET THEY ARE ALL OF ONE MIND WITH ME THINK WRITE AND TEACH AS I DO,I WOULD FAIN KNOW IF I AM DESTINED FOR SO GLORIOUS A CAREER CRIED THE TREE REJOICING,"While the horse is ready with the mackerel on the hill from the walkway, the horse is ready for all the long-time deserts of the horses to carry the sea to play for themselves.",False,1000,2.8399269580841064,0.15000000596046448,0.14971940219402313,stage1,LibriSpeech/test-clean/2830/3980/2830-3980-0029.flac,2830-3980-0029,0.15,stage1,
3,HE OBTAINED THE DESIRED SPEED AND LOAD WITH A FRICTION BRAKE ALSO REGULATOR OF SPEED BUT WAITED FOR AN INDICATOR TO VERIFY IT,WE WILL GO OUT TOGETHER TO THE BOWER THERE IS A WAY DOWN TO THE COURT FROM MY WINDOW,The sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the people is the only place where the sea of the,False,1000,4.162562847137451,0.15000000596046448,0.14989922940731049,stage1,LibriSpeech/test-clean/2300/131720/2300-131720-0015.flac,2300-131720-0015,0.15,stage1,
4,THERE MAY BE A SPECIFIC FEELING WHICH COULD BE CALLED THE FEELING OF PASTNESS ESPECIALLY WHERE IMMEDIATE MEMORY IS CONCERNED,FINALLY THE ONE PARTY WENT OFF EXULTING AND THE OTHER WAS LEFT IN DESOLATION AND WOE,"The Fina Guren is the way to Pitoriang, the city of Piappon, and the part of the city. And the Tokyo is very great in the city.",False,1000,3.786396026611328,0.15000000596046448,0.14934280514717102,stage1,LibriSpeech/test-clean/8230/279154/8230-279154-0017.flac,8230-279154-0017,0.15,stage1,
5,BY QUICK MARCHES THROUGH THESE INACCESSIBLE MOUNTAINS THAT GENERAL FREED HIMSELF FROM THE SUPERIOR FORCES OF THE COVENANTERS,SHE BLUSHED AND SMILED AND FUMBLED HIS CARD IN HER CONFUSION BEFORE SHE RAN UPSTAIRS,"A chuk-duk with three-year-old foot, pulled to the early stage of the stage, and quite a few of the greenery, the greenery, and the production stage, and the feeling of dropping down to some age 4.",False,1000,3.163127899169922,0.15000000596046448,0.14971444010734558,stage1,LibriSpeech/test-clean/8224/274381/8224-274381-0007.flac,8224-274381-0007,0.15,stage1,
6,HAVE YOUR WILL CHILD IF THE BOY ALSO WILLS IT MONTFICHET ANSWERED FEELING TOO ILL TO OPPOSE ANYTHING VERY STRONGLY JUST THEN,THE MODERN ORGANIZATION OF INDUSTRY WORKS IN THE SAME DIRECTION ALSO BY ANOTHER LINE,All pleasure is derived from a boy engine. It's not supposed to be a series of stories where flight scissors are seen in parts of the world.,False,1000,3.688117504119873,0.15000000596046448,0.1497158706188202,stage1,LibriSpeech/test-clean/61/70968/61-70968-0049.flac,61-70968-0049,0.15,stage1,
7,HE GAVE WAY TO THE OTHERS VERY READILY AND RETREATED UNPERCEIVED BY THE SQUIRE AND MISTRESS FITZOOTH TO THE REAR OF THE TENT,ISN'T HE SPLENDID CRIED JASPER IN INTENSE PRIDE SWELLING UP FATHER KNEW HOW TO DO IT,"The engine is still a little bit more special, but the engine has a lot of energy and it has a great power.",False,1000,3.6759676933288574,0.15000000596046448,0.14970892667770386,stage1,LibriSpeech/test-clean/61/70968/61-70968-0011.flac,61-70968-0011,0.15,stage1,
8,A LITTLE CRACKED THAT IN THE POPULAR PHRASE WAS MY IMPRESSION OF THE STRANGER WHO NOW MADE HIS APPEARANCE IN THE SUPPER ROOM,HER REGARD SHIFTED TO THE GREEN STALKS AND LEAVES AGAIN AND SHE STARTED TO MOVE AWAY,"Goodness plus HSR, the watch will be fine.",False,1000,3.6185479164123535,0.15000000596046448,0.14971451461315155,stage1,LibriSpeech/test-clean/5142/36377/5142-36377-0007.flac,5142-36377-0007,0.15,stage1,
9,THE LOG AND THE COMPASS THEREFORE WERE ABLE TO BE CALLED UPON TO DO THE WORK OF THE SEXTANT WHICH HAD BECOME UTTERLY USELESS,WHEN WE WERE OUT IN THE DARKNESS OF THE QUADRANGLE WE AGAIN LOOKED UP AT THE WINDOWS,"The water is very cold, and the water is very cold. The water is very cold, and the water is very cold.",False,1000,3.9079954624176025,0.15000000596046448,0.14970241487026215,stage1,LibriSpeech/test-clean/5105/28241/5105-28241-0006.flac,5105-28241-0006,0.15,stage1,
10,FOR A FEW MILES SHE FOLLOWED THE LINE HITHERTO PRESUMABLY OCCUPIED BY THE COAST OF ALGERIA BUT NO LAND APPEARED TO THE SOUTH,HE WAS STILL SUFFERING FROM THIS SUDDEN DISTURBANCE OF THE QUIET ROUTINE OF HIS LIFE,"And so first we might want to do a promise of star in your history to deal with some of your suffering from this such a big security issue. We have a new world of ocean and ice, so I'm going to have our history.",False,1000,1.9384580850601196,0.15000000596046448,0.14974291622638702,stage1,LibriSpeech/test-clean/5105/28241/5105-28241-0005.flac,5105-28241-0005,0.15,stage1,
11,BY THIS TIME THE TWO GENTLEMEN HAD REACHED THE PALINGS AND HAD GOT DOWN FROM THEIR HORSES IT WAS PLAIN THEY MEANT TO COME IN,SEE THAT YOUR LIVES BE IN NOTHING WORSE THAN A BOY'S CLIMBING FOR HIS ENTANGLED KITE,Are you sure you can see the light coming and you are still on to the face now?,False,1000,4.685128211975098,0.15000000596046448,0.14981107413768768,stage1,LibriSpeech/test-clean/2094/142345/2094-142345-0043.flac,2094-142345-0043,0.15,stage1,
12,UNCAS OCCUPIED A DISTANT CORNER IN A RECLINING ATTITUDE BEING RIGIDLY BOUND BOTH HANDS AND FEET BY STRONG AND PAINFUL WITHES,WHEN CALLED BEFORE I TOLD HOW HASTILY I DROPPED MY FLOWERS OR BRAKE OFF FROM A GAME,"Marcus Dr. Pagel will be today performing at Pagno-Jama City Hall, being written to by both male and female friends of Dr. Pagel and family of the Lord.",False,1000,3.6271274089813232,0.15000000596046448,0.14971011877059937,stage1,LibriSpeech/test-clean/1320/122617/1320-122617-0019.flac,1320-122617-0019,0.15,stage1,
13,I GREATLY MOURN THAT ONE SO WELL DISPOSED SHOULD DIE IN HIS IGNORANCE AND I HAVE SOUGHT A GOODLY HYMN CAN YOU LEAD ME TO HIM,DEPARTING FROM FIVE HUNDRED THOUSAND THROATS THREE CHEERS BURST FORTH IN SUCCESSION,The Dredge of the Monia of the Monia of the Fort has a privilege to be born and be built in the history of the college of the Indian and the Hindu dooddo's doodhan.,False,1000,4.24606466293335,0.15000000596046448,0.14985080063343048,stage1,LibriSpeech/test-clean/1320/122617/1320-122617-0009.flac,1320-122617-0009,0.15,stage1,
14,IT WAS A PAIN TO SEE THEM AND A SWORD LIKE PAIN TO SEE THE SIGNS OF ADOLESCENCE THAT MADE REPELLENT THEIR PITIABLE NAKEDNESS,THEN SAID SIR FERDINANDO THERE IS NOTHING FOR IT BUT THAT HE MUST TAKE YOU WITH HIM,"With the brains of the Indians, you as always, life is made to make the final thing a hot club for that first-year class, despite the security of another life.",False,1000,3.1004555225372314,0.15000000596046448,0.14978696405887604,stage1,LibriSpeech/test-clean/1089/134691/1089-134691-0023.flac,1089-134691-0023,0.15,stage1,
15,THAT EVENING TROT GAVE A GRAND BALL IN THE PALACE TO WHICH THE MOST IMPORTANT OF THE PINKIES AND THE BLUESKINS WERE INVITED,THE MILITARY FORCE PARTLY RABBLE PARTLY ORGANIZED HAD MEANWHILE MOVED INTO THE TOWN,"After 8-2h, it has made me a really big history. For this 20-9-3-4-4, we are going to have a little party to the dollar.",False,1000,2.657804012298584,0.15000000596046448,0.14975936710834503,stage1,LibriSpeech/test-clean/8555/284449/8555-284449-0019.flac,8555-284449-0019,0.15,stage1,
16,BUT YOUR POWER IS SO SUPERIOR TO ANY THAT I CAN ADVANCE AS TO MAKE US HERE FEEL THAT THERE IS NO DISGRACE IN YIELDING TO IT,UPON THIS MADAME DEIGNED TO TURN HER EYES LANGUISHINGLY TOWARDS THE COMTE OBSERVING,"of the power and the good security of the people of Madden, it is estimated that the age of the young is more than a year in living flesh.",False,1000,3.896155834197998,0.15000000596046448,0.1495492160320282,stage1,LibriSpeech/test-clean/8455/210777/8455-210777-0033.flac,8455-210777-0033,0.15,stage1,
17,THAT SUMMER'S EMIGRATION HOWEVER BEING MAINLY FROM THE FREE STATES GREATLY CHANGED THE RELATIVE STRENGTH OF THE TWO PARTIES,TABLES WERE SPREAD ON THE LAWN AND A DAINTY BUT SUBSTANTIAL REPAST WAS TO BE SERVED,"After the first attempt, I laughed and prayed the universe, prayed the essence, which was very solid and nearly a great butter please.",False,1000,3.5199038982391357,0.15000000596046448,0.14929158985614777,stage1,LibriSpeech/test-clean/7729/102255/7729-102255-0002.flac,7729-102255-0002,0.15,stage1,
18,A FRESH WHOLESOME LOOKING BOY WAS TOM GATES WITH STEADY GRAY EYES AN INTELLIGENT FOREHEAD BUT A SENSITIVE RATHER WEAK MOUTH,DON'T YOU KNOW ONE ABOUT BACON AND TALLOW CANDLES CAN'T YOU TELL ANY LARDER STORIES,"Therefore, to the app, you can learn more about it. If you have a plan, you can learn to learn to learn more about it.",False,1000,2.9949162006378174,0.15000000596046448,0.14877884089946747,stage1,LibriSpeech/test-clean/6829/68769/6829-68769-0021.flac,6829-68769-0021,0.15,stage1,
19,SHE SPOKE WITH A SUDDEN ENERGY WHICH PARTOOK OF FEAR AND PASSION AND FLUSHED HER THIN CHEEK AND MADE HER LANGUID EYES FLASH,WHEREUPON LAKE LAUGHED QUIETLY STILL LOOKING ON THE ACE OF HEARTS WITH HIS SLY EYES,"In the end, the city of the city was built in the early 90s.",False,1000,3.1424853801727295,0.15000000596046448,0.1498011201620102,stage1,LibriSpeech/test-clean/5683/32879/5683-32879-0011.flac,5683-32879-0011,0.15,stage1,
